Vehicles Trader // ID=5;Vehicles;UAZ469;V;90000;9000;
Vehicles Trader // ID=5;Vehicles;UAZ469_rust;V;90000;9000;
Vehicles Trader // ID=5;Vehicles;UAZ469_camo1;V;90000;9000;
Vehicles Trader // ID=5;Vehicles;UAZ469_black;V;90000;9000;
Vehicles Trader // ID=5;Vehicles;Hatchback_02;V;80000;8000;
Vehicles Trader // ID=5;Vehicles;Hatchback_02_Blue;V;80000;8000;
Vehicles Trader // ID=5;Vehicles;Hatchback_02_Black;V;80000;8000;
Vehicles Trader // ID=5;Vehicles;Sedan_02;V;60000;6000;
Vehicles Trader // ID=5;Vehicles;Sedan_02_Red;V;60000;6000;
Vehicles Trader // ID=5;Vehicles;Sedan_02_Grey;V;60000;6000;
Vehicles Trader // ID=5;Vehicles;CivilianSedan;V;100000;10000;
Vehicles Trader // ID=5;Vehicles;CivilianSedan_Wine;V;100000;10000;
Vehicles Trader // ID=5;Vehicles;CivilianSedan_Black;V;100000;10000;
Vehicles Trader // ID=5;Vehicles;Truck_01_Covered;V;130000;10000;
Vehicles Trader // ID=5;Vehicles;Truck_01_Covered_Blue;V;130000;10000;
Vehicles Trader // ID=5;Vehicles;Truck_01_Covered_Orange;V;130000;10000;
Vehicles Trader // ID=5;Vehicle Parts;HeadlightH7_Box;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;SparkPlug;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;EngineOil;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;CarBattery;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;TruckBattery;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;CarRadiator;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;TireRepairKit;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackHood;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackHood_Blue;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackHood_White;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackHood_GreenRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackHood_BlueRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackHood_WhiteRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackTrunk;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackTrunk_Blue;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackTrunk_White;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackTrunk_GreenRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackTrunk_BlueRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackTrunk_WhiteRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_Driver;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_Driver_Blue;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_Driver_White;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_Driver_GreenRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_Driver_BlueRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_Driver_WhiteRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_CoDriver;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_CoDriver_Blue;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_CoDriver_White;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_CoDriver_GreenRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_CoDriver_BlueRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackDoors_CoDriver_WhiteRust;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;HatchbackWheel;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;Hatchback_02_Hood;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;Hatchback_02_Hood_Black;*;500;100;
Vehicles Trader // ID=5;Vehicle Parts;Hatchback_02_Hood_Blue;*;500;100;
